link;titulo;moneda;precio;descripcion;ubicacion;condicion;Superficie total;Superficie cubierta;Dormitorios;Baños;Cantidad de pisos;Apartamentos por piso;Número de piso de la unidad;Disposición;Antigüedad;Gastos comunes;caracteristicas_ambientes;Cocheras;Ambientes;Orientación;Tipo de departamento;Bodegas;Acceso;Tipo de cochera;Tipo de cobertura;Metros de frente;Metros de fondo;Forma del terreno;Disposición del lote;Tipo de casa
https://apartamento.mercadolibre.com.uy/MLU-477977681-apartamento-en-venta-de-1-dormitorio-en-malvin-_JM#position=33&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Rambla Ohiggins 100. Entre Michigan, Malvin;U$S;155.000;Venta de Apartamento 1 DORMITORIO en Malvin, Montevideo. Rambla Ohiggins y Míchigan.Hermosísimo apartamento, muy cómodo, ubicado en un hermoso punto de la ciudad, con lindas vistas a la rambla!!Desarrollado en un quinto piso, cuenta con amplio y muy luminoso living-comedor, cocina integrada con variedad de muebles, baño completo, amplio y luminoso dormitorio con placard, hermoso balcón al frente (ingreso por el living-comedor y por el dormitorio).Gastos comunes: $5600. Calefacción por losa.Garage disponible en el edificio .Excelente apartamento, muy cómodo y seguro, en gran estado, ubicado en un punto destacado de la capital, con hermosísimas vistas de la Playa de Malvín.IMPERDIBLE!!XINTEL(VLD-VLD-2546);Malvin, Montevideo;Vende;31 m²;27 m²;1;1;;;;;;5600 UYU;;;2;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-477913152-18de-julio-y-andes-sobre-apt-2-dorm-_JM#position=34&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;18 De Julio Y Andes  0000, Centro;U$S;105.000;18 de Julio y Andes . Apartamento de amplio living comedor . 2 dorm . Cocina y baño nuevos . U$S 105000. Cel 099685503. Consulte;Centro, Montevideo;Vende;50 m²;50 m²;2;1;;;;;;;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478134246-venta-excelente-apartamento-equipado-parque-rodo-esq-jackson-_JM#position=35&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Durazno 1967, Parque Rodó;U$S;110.000;Se vende en Barrio Parque Rodó próximo a esquina Durazno & Juan D. Jackson,a 5 cuadras de la Rambla, a 1 de la Facultad de Información y Comunicación, Facultad de Ciencias Económicas y de Administración. Gran variedad de servicios, propuestas gastronómicas, transporte y feria barrial. A 10 cuadras de 18 de Julio.Apartamento de 1 dormitorio, 38 m2 recién reformado, totalmente equipado, pronto para entrar. El edificio esta muy cuidado, cuenta con cámaras de seguridad y servicio de limpieza. La unidad se encuentra en torre por corredor, lo que brinda seguridad y tranquilidad. Se ubica en un primer piso, por escalera cómoda y amplia. El mismo balconea a patio abierto con buena ventilación e iluminación. Ingreso a living que cuenta con: sofá, puff, mesa ratona, alfombra, televisor, lámpara y cortinas. Luego una cocina estilo americana con barra desayunadora, 4 banquetas, cocina y heladera. Sector de escritorio con repisas, escritorio y silla. Gran placard de guardado. En el baño encontramos mueble con bacha, lavadoras y calefón. En Dormitorio, sommier de 2 plazas con placares de 3 puertas corredizas, espejo, luminaria. La ventana posee persiana automática. PRECIO VENTA VACIÓ U$S 110.000PRECIO EQUIPAMIENTO Y DECORACIÓN U$S 2.000Renta estimada de la unidad $20.000 mensual. Bajos Gastos Comunes: $2500. Puede solicitar Tour Virtual al +598 94 054 608 (Whatsapp x 24 horas).Vende en exclusiva no compartida HOME STAGING URUGUAY.Comisión Inmobiliaria 3% + IVA.;Parque Rodó, Montevideo;Vende;38 m²;38 m²;1;1;1;;1;;45 años;2500 UYU;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-477886903-dueno-vende-excelente-apartamento-2-dormitorios-_JM#position=36&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Bonmesadri Y Andrés Sn, Colón;U$S;39.000;Dueño vende apartamento de 2 dormitorios, living comedor, cocina, baño reciclado y terraza lavadero. EXCELENTE ESTADO.1er piso, vista despejada a la calle, muy luminoso, orientación oeste. A metros de la parada del ómnibus. Espacios verdes, parrillero compartido y servicios cerca.ESCRITURADO Y SIN DEUDAS. En Complejo América, barrio Colón.Gastos comunes muy bajos. Reja en la puerta y terraza.;Colón, Montevideo;Vende;50 m²;50 m²;2;1;;;;;;;;;;;;;;;;;;;;
https://inmueble.mercadolibre.com.uy/MLU-477816496-casa-vivienda-contenedor-container-_JM#position=37&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;César Mayo Gutiérrez  2211, Colón;$;10.900;"Contenedor de 40 pies para vivienda de un dormitorio = U$D 10.900 + IVA. Realizamos distintos diseños con distintos materiales.Somos una empresa reconocida en el marcado dedicada a la construcción con contenedores. Construimos casas, oficinas, depósitos, vestuarios, garitas de seguridad, locales comerciales, entre otros; diseñando en cada caso el proyecto ajustado a las necesidades de cada cliente. Brindamos GARANTÍA.Financiamos el proyecto con BBVA cumpliendo pocos requisitos.Los contenedores brindan una amplia gama de posibilidades en términos de construcción.Brindamos un servicio eficaz, rápido, permanente, accesible y de alta disponibilidad. Contamos con tecnología de última generación capaz de efectuar una amplia gama de tareas.Desarrollamos nuestra actividad de manera profesional, honesta y responsable, con el propósito de satisfacer plenamente las necesidades de nuestros clientes.Brindamos presupuestos sin costo y siempre está presente la posibilidad de una reunión en nuestro taller para que puedan conocernos. Asimismo, brindamos referencias.Adjuntamos video de trabajo realizado: https://vimeo.com/343761903?ref=fb-share&1No dude en consultar!";Colón, Montevideo;Vende;9 m²;9 m²;;;;;;;0 años;;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478227760-apartamento-zona-antel-arenas-_JM#position=38&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Perez Castellanos;U$S;75.000;APTO de 3 dormitorios con roperos en ellos, aberturas en madera, techo de madera alto y piso flotante en su totalidad. Cálido y seguro. Ubicado en un complejo de 24 aptos y parrillero común.Aún mantiene deuda con ANV, cuota $15.500 (10 años) y gastos comunes $1850;Perez Castellanos, Montevideo;Vende;;;3;1;;;;;;;;1;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478556350-apartamento-en-el-parque-posada-2-dormitorios-piso-13-_JM#position=39&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Parque Posada  Sn, Prado;U$S;103.000;Apartamento en el parque de 2 dormitorios con excelente  iluminación y vista. MuyBuen estado. Terraza lavadero, placares empotrados en los dormitorios y amueblamiento de cocina. Piso 13!!!;Prado, Montevideo;Vende;62 m²;62 m²;2;1;;;;;;;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-477855421-ideal-renta-proximo-mdeo-shopping-y-facultad-de-veterinaria-_JM#position=40&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Avda Ramon Anador Sn, Parque Batlle;U$S;108.000;APTO PARQUE BATLLE, Próximo al Mdeo ShoppingA 300 mts de FACULTAD DE VETERINARIAATENCIÓN ESTUDIANTES!PRECIO DE VENTA U$S 108.000EDIFICIO DE BUENA CONSTRUCCIÓN UBICADO EN AVDA. RAMÓN ANADOR Y AVDA LUIS A DE HERRERA.PISO 1AREA 70 Mts.RECIBIDORLIVING COMEDOR DE BUEN TAMAÑO, EN L, LUMINOSO.2 DORMITORIOS DE BUEN TAMAÑOBAÑO COMPLETOPISOS EN PARQUÉCOCINA DEFINIDA TERRAZA LAVADERO CON CERRAMIENTO E INSTALACIÓN PARA LAVARROPAS.BUENA ILUMINACIÓNSEGURIDADBAJOS COSTOS DE MANTENIMIENTOIDEAL RENTA O ESTUDIANTES.GASTOS COMUNES APROX 3.500 INCLUÍDO FONDO DE RESERVA (10%)CONTRIBUCIÓN INMOBILIARIA $1.980 (POR CUOTA)PRIMARIA $ 738 (POR CUOTA)TRIBUTOS DOM. $1.130 (POR CUOTA)SERVICIOS, TRANSPORTE, UNIVERSIDAD, CENTROS DE ESTUDIO Y LOCALES COMERCIALESConsulte por visitas o más informacion con INMOBILIARIA ESTUDIO ZONA JURIDICA. Esc.Annabel Kechichian Cel 099146687/ 29157099;Parque Batlle, Montevideo;Vende;70 m²;70 m²;2;1;;;;;;;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-478578198-dueno-vende-apartamento-de-1-dormitorio-en-buceo-_JM#position=41&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Bv. José Batlle Y Ordoñez 1569, Buceo;U$S;77.000;Apartamento de un dormitorio muy luminoso, living comedor con cocina integrada todo al frente. En muy buen estado.3er piso por escalera.Gastos comunes bajos.Excelente ubicación y rodeado de espacios verdes.Próximo a Av. Rivera, muy buena locomoción y servicios.;Buceo, Montevideo;Vende;38 m²;38 m²;1;1;;3;;Frente;;700 UYU;Cocina,Living,Comedor,;;;;;;;;;;;;;
https://inmueble.mercadolibre.com.uy/MLU-478199603-locar-comercial-en-venta-con-todos-los-equipamientos-_JM#position=42&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Mercedes 1557, Cordón;U$S;10.000;LLave en venta de local comercial ubicado en Mercedes 1557 esquina Tacuarembó, cuenta con todo el equipamiento y accesorios de trabajoListo para trabajarCosto del alquiler mensual $15000Tiene todas las habilitacionesCuenta con :*Horno a leña (de gran tamaño)*Dos mesadas de acero inoxidable*Dos heladeras*Freeser*Microondas*Freidora de alta potencia *Cosina industrial*Gran campana de acero inoxidable*Dos piletas*Licuadora*Lavarropas*Dos extintores*Mampara de acrilico barera sanitaria*Dispensadores para alchool gel*Entre otras cosasSe hace traspaso de alquiler NO DUDE EN CONTACTARNOSCOORDINAMOS LA VISITA AL LOCAL SIN COMPROMISO;Cordón, Montevideo;Vende;;;;;;;;;;;;;;;;;;;;;;;;
https://inmueble.mercadolibre.com.uy/MLU-473912258-galpon-en-venta-en-cerrito-_JM#position=43&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;San Petersburgo 100. Entre Robinson Y Berlin, Cerrito;U$S;130.000;"Venta de Galpón en Cerrito, Montevideo.Galpón sobre San Petersburgo, entre Robinson y Berlín.En un terreno de 400 m2 aprox, tiene 10 mt de frente, el galpón de 200 m2 cuenta con techo de chapa en dos niveles; al frente de dolmenit con cerchas y tirantes de hierro y al fondo de chapa de zinc con tirantes de madera.La propiedad cuenta con oficina al frente, la cual posee un baño, y hay otro baño con posible vestidor al fondo.Al fondo hay unos 120 m2 techados con chapa de zinc, por fuera del galpón.US$ 130.000.Coordine su visita.XINTEL(VLD-VLD-2155)";Cerrito, Montevideo;Vende;;;;;;;;;;;;;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-477731302-se-vende-apto-a-nuevo-consulte-sin-compromiso-_JM#position=44&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Alferez Real  Esquina  Idelfoso Garcia  2555, Maroñas;U$S;35.000;Lugar comodo y practico para pareja o persona sola cercano a la curva de Maroñas apartamento seguro es interno.Precio U$ 38.000;Maroñas, Montevideo;Vende;28 m²;28 m²;1;1;;;;Frente;25 años;;Cocina,Patio,;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477186528-casa-ph-de-2-3-dormitorios-para-entrar-_JM#position=45&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Prox. Av. San Martin Y Av. Millan, Reducto;U$S;129.000;MUY BUEN RECICLAJE REALIZADO POR EL ARQ. JORGE MORAN. INGRESANDO A LA CASA EN PH TENEMOS UN LIVING- COMEDOR CON HOGAR Y COCINA INTEGRADA CON BUENA CAPACIDAD DE PLACARES BAJO MESADA Y AÉREOS. PASILLO DE DISTRIBUCIÓN CON CLARABOYA DE ÉPOCA QUE FUNCIONA PERFECTAMENTE. DOS DORMITORIOS ( 1 CON PLACARES) UN BAÑO COMPLETO SUBIENDO UNA CÓMODA ESCALERA TENEMOS UNA 3ERA HABITACIÓN ( DORMITORIO, ESCRITORIO, ETC.) Y DE AHÍ SE SALE A UNA DISFRUTABLE TERRAZA CON PARRILLERO. A DESTACAR LOS MATERIALES DE ÉPOCA QUE CONVINAN PERFECTAMENTE CON EL RECICLAJE CONTEMPORÁNEO Y SU LUMINOSIDAD. APTA PARA BANCO. (CW153875);Reducto, Montevideo;Vende;67 m²;77 m²;2;1;2;;;;95 años;;Lavadero,Cocina,Terraza,;;3;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-476690998-apartamento-venta-cordon-montevideo-imasuy-s-_JM#position=46&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Republica 100, Cordón;U$S;109.000;Venta de Apartamento 2 DORMITORIOS en Cordón, Montevideo. Republica Esq. Colonia.Apartamento de 65M² de Área y 61M² de Azotea.2 Dormitorios amplios con buena entrada de luz. Cocina con mesón y placares.Baño completo.Living amplio.Altillo.Azotea Transitable. IDEAL PARA INVERSION: Tiene una renta de $26.000 por contrato de 2 años con garantía ANDA. Cerca de paradas de Ómnibus, facultades, supermercados y farmacias. Gastos Anuales aproximados:Contribución : $ 2.500Primaria   : $ 850AGENTE INMOBILIARIO: Samuel Lemus - 096.100.705Inmobiliaria MASContactos: 2407 07 01 | 096 100 701 Dirección: Canelones 1968 esq. Jacksonhttps://www.imas.uy | info@imas.uyXINTEL(IMS-IMS-4807);Cordón, Montevideo;Vende;126 m²;61 m²;2;1;;;;;;;;;2;Sur;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478061513-rivera-y-rene-2-dorm-2-banos-cochera-excelente-estado-_JM#position=47&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Rivera 0000, Punta Gorda;U$S;230.000;2 plantas2 dorm 2 baños Living cocina comedor patioCocheraBajos gastos comunesExelente estadoEstufa de bajo consumoPunta gorda;Punta Gorda, Montevideo;Vende;100 m²;80 m²;2;2;;;;;;;;1;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-475048975-venta-apartamento-monoambiente-pocitos-urban-suites-v-_JM#position=48&type=item&tracking_id=5d3f6cc2-627a-4987-9e46-49885fcb7b50;Luis Lamas 3388, Pocitos;U$S;86.900;Urban Suites lanza un nuevo proyecto manteniendo su filosofía, amplios ambientes de calidad, con la mejor rentabilidad por m2 de Pocitos!!Ideal para rentistas o vivienda, a metros del Montevideo Shopping, World Trade Center, Puertito del Buceo y Playa Pocitos.El Edificio contará con amplios apartamentos Loft y de 1 dormitorio con amplias terrazas de uso exclusivo. Gracias al formato de fideicomiso, las unidades se comercializaran al valor estricto de su costo por concepto de construcción y gastos generales (obra, terreno, permisos, honorarios, comercialización, etc.). Se estima que, en promedio, los valores de los apartamentos están un 20%, como mínimo, por debajo de los precios de mercado de propiedades equivalentes en ubicación, superficie y categoría.Se incluyen además la campana de cocina con extractor de turbinas, los extractores en baños, el anafe eléctrico sobre mesadas, luminarias de empotrar, teléfono interno y termotanque eléctrico.Amenities y servicios:• Solarium: Espacio exterior, equipado y acondicionado.• Barbacoas: espacios acondicionados y equipados con parrillero y mobiliario (sillas, mesas, sillones, parrilla, etc.).• Recepción y Vigilancia: El edificio contara con un servicio de Recepción y Vigilancia, y un circuito de cámaras de seguridad.• Cocheras: En Planta Baja se dispone de 9 cocheras individuales o compartidas.• Laundry: El edificio contara con servicio local de áreas comunes equipado con máquinas lavadoras y secadoras para uso común.• Depósitos de basura por piso: En todos los pisos se dispondrá de depósitos de basura adecuados y acondicionados y manejados por el personal del edificio.• Portero Eléctrico: Sistema de portero eléctrico y telefonía interna integrados.• Portones automáticos: Sistema de portones automáticos con control remoto para ingreso a cocheras.• CCTV: Circuito cerrado de cámaras de vigilancia en accesos y áreas comunes.• WiFi: Disponible en todas las áreas comunes de esparcimiento.No dejes de consultar con nuestros asesores!! Ideal para inversionistas por su ubicación!!Precio más conexiones.-;Pocitos, Montevideo;Vende;51 m²;43 m²;;1;6;;;;;;Balcón,;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478052219-dueno-vende-casa-3-dormitorios-en-carrasco-_JM#position=1&type=item&tracking_id=107ea6f6-6c3b-44f9-8f8b-daf983556999;Mariano Uriarte 6079, Bañados De Carrasco;U$S;287.000;Casa PH ,100m2 construida en 200m2 de terreno, 3 dor,1 baño, barbacoa, estufa a leña, A/A,Toda alarmizada.;Bañados De Carrasco, Montevideo;Vende;200 m²;100 m²;3;1;;;;;;;;2;;;;;;;;;;;;
https://apartamento.mercadolibre.com.uy/MLU-475655866-apartamento-1-dormitorio-a-metros-de-la-rambla-_JM#position=2&type=item&tracking_id=107ea6f6-6c3b-44f9-8f8b-daf983556999;Canelones Al 700, Barrio Sur;U$S;78.000;Canelones y FloridaApartamento con buena ubicación, a metros de la rambla, buena locomoción y servicios El apartamento cuenta con un dormitorio Living comedor Baño completoCocina con placares aéreo y bajo mesadaLink YouTube: https://www.youtube.com/watch?v=m-NiK1sscqoGastos comunes: $1850 más $500 de fondo de reservaContribución: $2561 aprox anualAsesora Fernanda 096.500.127La Casa Propiedades - La opción inmobiliaria de MontevideoDirección: Bv.España 2153 esq. Joaquin de SalterainTeléfono: 2407.44.90 Whatsapp: 096 500 414Seguinos en Instagram y Facebook @lacasapropSomos socios ADIU, Asociación de Agentes Inmobiliarios de Uruguaywww.LaCasaPropiedades.com.uy;Barrio Sur, Montevideo;Vende;41 m²;41 m²;1;1;1;;;Interno;75 años;2350 UYU;Cocina,;;2;Oeste;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478399144-vendo-casa-en-cooperativa-de-viviendas-en-barrio-belvedere-_JM#position=3&type=item&tracking_id=107ea6f6-6c3b-44f9-8f8b-daf983556999;Gral Hornos 5124, Belvedere;U$S;70.000;Se vende casa en cooperativa de viviendas ubicada el Gral Hornos esquina coronilla,no paga banco,solo gastos comunes de $500 mensuales. La casa cuenta con cocina,comedor con estufa a leña de ladrillos de prensa y refractarios,baño,2 dormitorios más un dormitorio agregado de material y planchada de hormigón.La cocina da a un espacio cerrado con techo de chapa traslúcida donde se encuentra el nicho para la lavarropas, ese espacio tiene puerta ventana en aluminio y rejas.El fondo cuenta con un galpón de 3x2metros  con puerta con cerradura y ventana con rejas,cuenta con un parrillero grande,pisos revestidos en cerámica y entrada vehícular al fondo de la vivienda con portón corredizo y techado.En el frente de la vivienda hay un pequeño jardín cerrado.La cooperativa cuenta con 28 viviendas con predio cerrado.Nos encontramos inscriptos en el Ministerio de vivienda como titulares de la misma.;Belvedere, Montevideo;Vende;108 m²;60 m²;3;1;;;;;;;;1;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477899929-2-casas-en-un-mismo-padron-ideal-inversor-para-renta-_JM#position=4&type=item&tracking_id=107ea6f6-6c3b-44f9-8f8b-daf983556999;2 Casas En Un Mismo Padrón Cotopaxi Esquina San Martín 0000, Las Acacias;U$S;48.000;El mapa puede que no indique la ubicación Cotopaxi esquina San Martín Ideal renta 2 casas de 1 dormitorio una con entrada para autos segunda casa con entrada independiente las dos casas son iguales 1 dormitorio , comedor y estar juntos, kichinet , baño y patio Actualmente la del fondo alquilado en $6.000 renta estimada por la de adelante 8.900 en trámite por alquilar Consultas y visitas , 098905168 - 22020511;Las Acacias, Montevideo;Vende;160 m²;160 m²;2;2;;;;;;;;1;;Oeste;;;;;;;;;;Casa
https://casa.mercadolibre.com.uy/MLU-475694776-excelente-casa-en-larranaga-y-propios-para-restaurar-_JM#position=5&type=item&tracking_id=107ea6f6-6c3b-44f9-8f8b-daf983556999;Larrañaga 0000, La Blanqueada;U$S;230.000;Excelente casa para restaurar. Avenida Larrañaga y Bulevar Batlle y Ordóñez.Padrón único. Terreno: 175 metros. Edificados: 275 metros.Se desarrolla en tres plantas:Planta Baja: amplio living comedor, dos dormitorios, baño, cocina, patio.Planta Alta: gran living, un dormitorio, baño y amplia azotea.Subsuelo: garaje, depósito, habitación de servicio con baño.Opción alquiler.Labandera Servicios Inmobiliarios 099898228;La Blanqueada, Montevideo;Vende;275 m²;175 m²;3;2;;;;;;;;1;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477747178-excelente-ubicacion-a-una-cuadra-de-camino-carrasco-_JM#position=6&type=item&tracking_id=107ea6f6-6c3b-44f9-8f8b-daf983556999;Sanchez Fontans 4172, Unión;U$S;90.000;Casa antigua, living comedor, dos dormitorios, altillo , baño a nuevo, cocina a nuevo, electricidad a nuevo. azotea con membrana. Gran fondo con parrillero, tres galpones , uno con cocina, ideal para construir una segunda vivienda al fondo. Muy bien ubicada a una cuadra de Camino Carrasco y 6 de Av. 8 de Octubre.;Unión, Montevideo;Vende;150 m²;100 m²;2;1;;;;;80 años;;Altillo,;;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477723156-preciosa-casa-en-pocitos-nuevo-_JM#position=7&type=item&tracking_id=107ea6f6-6c3b-44f9-8f8b-daf983556999;Pereira De La Luz 1348, Pocitos Nuevo;U$S;285.000;Cómoda casa con 4 dormitorios, dos baños, Living comedor con cocina integrada, Parrillero y garage. Dos sótanos para guardar cosas!! Ideal para empresa o casa de familia.;Pocitos Nuevo, Montevideo;Vende;140 m²;140 m²;4;2;;;;;;;;1;;;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-478092224-vendo-posible-permuta-casa-en-machado-y-requena-_JM#position=8&type=item&tracking_id=107ea6f6-6c3b-44f9-8f8b-daf983556999;Antonio Machado 1938, Jacinto Vera;U$S;146.000;Precio : U$S 146.000 (U$S 1.100 el metro cuadrado)ATENCIÓN: La posible permuta es entregando una propiedad ubicada solo en Montevideo , en zona similar a Jacinto Vera o no muy alejada, por un valor en el entorno del 50% del valor de la casa (u$s 75.000 aprox ).- El saldo restante (50% del valor de la casa ) contado o banco. P.Horizontal de 133 metros cuadrados, Independiente , al Frente , todo ladrillo y planchada.La propiedad tiene Reparaciones para hacer.- 5 dormitorios, (2 amplios en PB + 3 en PA de menor metraje ) , living con Estufa (Claraboya móvil), comedor , cocina, baño y garaje.- En la última foto esta la disposición de los ambientes en PB y PA.La azotea es amplia, fue impermeabilizada una parte en 2013 y la mayor en el 2017 con garantía por diez años.- Los pisos de los dormitorios son tabla larga y de monolítico el resto de la casa, excepto el del baño que tiene cerámica (2008).- Orientación Norte (sol), muy buena ubicación, luminosidad y presión de agua.- A una cuadra de Bulevar.Artigas y General Flores, próxima a Liceos, escuelas, Seccional 13, Nuevo Centro Shopping y Geant.-La propiedad está libre de humedades , tiene Reparaciones para hacer en casi todos los ambientes , pero están todas a la vista ya que se encuentra semi-vacía.-Muy económica de Contribución, Primaria y Tributos domiciliarios , pagará unos $ 10.000 total entre los tres durante el 2021.-Intermediarios no atiendo - El trato es exclusivamente con potenciales compradores. Tel. 099.313.678;Jacinto Vera, Montevideo;Vende;133 m²;133 m²;5;1;2;;;;87 años;;Dormitorio de servicio,Cocina,Altillo,Living,Comedor,;1;10;Norte;;;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-477879284-vendo-casa-en-parque-batlle-_JM#position=9&type=item&tracking_id=107ea6f6-6c3b-44f9-8f8b-daf983556999;Vidal Y Fuentes 3100, Parque Batlle;U$S;240.000;Ubicada en el corazón de Parque Batlle, rodeada de jardines y mucho verde, se vende casa de altos. Vistas despejadas a ambos lados de la propiedad. Buena luminosidad en todas las habitaciones. -Comodidades: Espacioso living comedor con estufa a leña, biblioteca de madera realizada a medida salida a lindo balcón-Cocina actualizada con office, buena profusión de placares bajo y alta mesada, mesada en granito negro, anafe, horno empotrado, campana de extracción piso en porcelanato blanco con acceso directo por escalera a lavadero o depósito-Amplio hall de distribución, buena luminosidad-3 dormitorios, dos con placares de techo a piso, pisos revestidos con piso flotante, abajo hay parket que está en buenas condiciones-1 baño amplio, con mesada de granito, ducha con mampara, buenos placares-Altillo, actualmente funciona como lavadero pero puede darse otros usos- Preciosa azotea transitable de 113 metros con parrillero, apta para realizar construcción- Cabe destacar que toda la sanitaria, eléctrica y aberturas de la casa están hechas a nuevo. Todas las ventanas cuentan con rejas y persianas.- NO PAGA GASTOS COMUNESCONTACTO: FILOMENA PROPIEDADES;Parque Batlle, Montevideo;Vende;213 m²;113 m²;3;1;1;;;;1946 años;;Cocina,Jardín,Altillo,Balcón,Patio,Living,Estudio,Comedor,Terraza,;;5;Oeste;;1;;;;;;;;
https://casa.mercadolibre.com.uy/MLU-476780052-venta-de-casa-en-el-prado-4-dormitorios-_JM#position=10&type=item&tracking_id=107ea6f6-6c3b-44f9-8f8b-daf983556999;Av. Joaquin Suarez  3300, Prado;U$S;265.000;NUEVA AL MERCADO ,EXCLUSIVO PISO EN EL PRADO.CASAS G LES OFRECE ESTA EXCELENTE OPORTUNIDAD DE VIVIR Y DISFRUTAR DE ESTA EXCLUSIVA PROPIEDAD DE 140 M2 CON EL ESPACIO Y COMODIDAD DE UNA CASA Y LA SEGURIDAD DE UN APARTAMENTO,UBICADA EN EL CORAZÓN DEL PRADO, ZONA CON TODOS LOS SERVICIOS SUPERMERCADOS, COLEGIOS, INSTITUTOS DE ENSEÑANZA ,PANADERÍA , FERRETERÍA, BANCO, REDES DE COBRANZA ,CENTRO DE SALUD, PELUQUERÍAS Y VARIEDAD DE LINEAS DE ÓMNIBUS EN LA PUERTA .SOLIDO EDIFICIO DE ÉPOCA BIEN MANTENIDO.INGRESAMOS EN AMPLIO LIVING COMEDOR DE 40 M2 , AL FRENTE MUY LUMINOSO Y VENTILADO CON CALEFACTOR A LEÑA DE EXCELENTE CALIDAD ALTO RENDIMIENTO Y GRAN TERRAZA AL FRENTECUENTA CON 4 DORMITORIOS DE GENEROSAS DIMENSIONES CON PISOS DE PARQUET Y AMPLIOS PLACARES DE PISO A TECHO.DOS BAÑO RECICLADOS, EL PRINCIPAL AMPLIO Y LUMINOSO.GRAN ESTAR ANTECOCINA CON SALIDA A TERRAZA , VISTA DESPEJADA, IDEAL TENDER.COCINA RECICLADA CON MUEBLES DE CALIDADTODAS LAS ABERTURAS CUENTAN CON CORTINAS DE ENROLLAR Y SON DE CALIDAD.BARBACOA CERRADA DE 50 M2 DE USO EXCLUSIVO CON PARRILLERO, HORNO DE BARRO IDEAL PIZZAS Y PANES, BAÑO CON DUCHA Y GRAN MESADA COMPLETA CON BAJO MESADA. CUENTA CON ALARMA.AL EXTERIOR PODREMOS DISFRUTAR DE GRAN PATIO CON BALDOSAS, SEGUNDO PARRILLERO DE BUEN TAMAÑO CON LADRILLOS REFRACTARIOS, EXCELENTE EXTRACCIÓN, LUZ PARA DISFRUTAR LA NOCHE Y CERCA ELÉCTRICA.GARAGE Y COCHERA PARA DOS VEHÍCULOS DE BUEN TAMAÑO.EL INGRESO A LA COCHERA ES A TRAVÉS DE DOS PORTONES AUTOMÁTICOS, LO QUE NOS BRINDA SEGURIDAD DE NO BAJARSE EN LA VEREDA A ABRIRLOS,EL APARTAMENTO ES SEGUNDO PISO POR ESCALERA, LA MISMA ES AMPLIA.NO TIENE GASTOS COMUNES.PROPIEDAD MUY RECOMENDABLE POR EL PUNTO DE UBICACIÓN EN EL PRADO, ESTADO IMPECABLE DEL BIEN, METRAJE , FONDO, BARBACOA , COCHERA PARA DOS VEHÍCULOS Y SIN GASTOS COMUNES.COORDINE VISITA CON CASAS G 099 664 878 / 099 750 859;Prado, Montevideo;Vende;240 m²;190 m²;4;3;;;;;;;Dormitorio de servicio,Cocina,Jardín,Balcón,Patio,Living,Estudio,Comedor,Terraza,Baño social,;2;;;;;;;;;;;;
